Skipping chr1:1-9898, already analyzed...
Skipping chr1:36477431-36477996, already analyzed...
Skipping chr1:36478497-36484367, already analyzed...
Skipping chr1:36484868-36487565, already analyzed...
Skipping chr1:36488066-36492180, already analyzed...
Skipping chr1:36492681-36494728, already analyzed...
Skipping chr1:36495229-36497568, already analyzed...
Skipping chr1:36498069-36500833, already analyzed...
Skipping chr1:36501334-36502910, already analyzed...
Skipping chr1:36503411-36507885, already analyzed...
Skipping chr1:36508386-36515065, already analyzed...
Skipping chr1:36515566-36518437, already analyzed...
Skipping chr1:36518938-36520653, already analyzed...
Skipping chr1:36521154-36524809, already analyzed...
Skipping chr1:36525310-36527240, already analyzed...
Skipping chr1:36527741-36532977, already analyzed...
Skipping chr1:36533478-36534494, already analyzed...
Skipping chr1:36534995-36537021, already analyzed...
Skipping chr1:36537522-36539590, already analyzed...
Skipping chr1:36540091-36548934, already analyzed...
Skipping chr1:36549435-36554928, already analyzed...
Skipping chr1:36555429-36559389, already analyzed...
Skipping chr1:36559890-36565295, already analyzed...
Skipping chr1:36565796-36572319, already analyzed...
Skipping chr1:36572820-36576677, already analyzed...
Skipping chr1:36577178-36580473, already analyzed...
Skipping chr1:36580974-36584106, already analyzed...
Skipping chr1:36584607-36587496, already analyzed...
Skipping chr1:36587997-36589905, already analyzed...
Skipping chr1:36590406-36596466, already analyzed...
Skipping chr1:36596967-36601283, already analyzed...
Skipping chr1:36601784-36603959, already analyzed...
Skipping chr1:36604460-36608361, already analyzed...
Skipping chr1:36608862-36613619, already analyzed...
Skipping chr1:36614120-36617011, already analyzed...
Skipping chr1:36617512-36621400, already analyzed...
Skipping chr1:36621901-36624538, already analyzed...
Skipping chr1:36625039-36626309, already analyzed...
Skipping chr1:36626810-36630433, already analyzed...
Skipping chr1:36630934-36632084, already analyzed...
Skipping chr1:36632585-36635681, already analyzed...
Skipping chr1:36636182-36639403, already analyzed...
Skipping chr1:36639904-36641074, already analyzed...
Skipping chr1:36641575-36644355, already analyzed...
Skipping chr1:36644856-36653496, already analyzed...
Skipping chr1:36653997-36655835, already analyzed...
Skipping chr1:36656336-36659596, already analyzed...
Skipping chr1:36660097-36662825, already analyzed...
Skipping chr1:36663326-36665134, already analyzed...
Skipping chr1:36665635-36667861, already analyzed...
Skipping chr1:36668362-36671711, already analyzed...
Skipping chr1:36672212-36675336, already analyzed...
Skipping chr1:36675837-36679654, already analyzed...
Skipping chr1:36680155-36681601, already analyzed...
Skipping chr1:36682102-36683579, already analyzed...
Skipping chr1:36684080-36689523, already analyzed...
Skipping chr1:36690024-36691113, already analyzed...
Skipping chr1:36691614-36693158, already analyzed...
Skipping chr1:36693659-36695468, already analyzed...
Skipping chr1:36695969-36699477, already analyzed...
Skipping chr1:36699978-36703798, already analyzed...
Skipping chr1:36704299-36707979, already analyzed...
Skipping chr1:36708480-36711808, already analyzed...
Skipping chr1:36712309-36716018, already analyzed...
Skipping chr1:36716519-36720093, already analyzed...
Skipping chr1:36720594-36722057, already analyzed...
Skipping chr1:36722558-36725245, already analyzed...
Skipping chr1:36725746-36731639, already analyzed...
Skipping chr1:36732140-36739740, already analyzed...
Skipping chr1:36740241-36743699, already analyzed...
Skipping chr1:36744200-36748866, already analyzed...
Skipping chr1:36749367-36754213, already analyzed...
Skipping chr1:36754714-36759640, already analyzed...
Skipping chr1:36760141-36761994, already analyzed...
Skipping chr1:36762495-36764511, already analyzed...
Skipping chr1:36765012-36766675, already analyzed...
Skipping chr1:36767176-36770712, already analyzed...
Skipping chr1:36771213-36776992, already analyzed...
Skipping chr1:36777493-36785173, already analyzed...
Skipping chr1:36785674-36788205, already analyzed...
Skipping chr1:36788706-36796835, already analyzed...
Skipping chr1:36797336-36800978, already analyzed...
Skipping chr1:36801479-36804089, already analyzed...
Skipping chr1:36804590-36808267, already analyzed...
Skipping chr1:36808768-36810960, already analyzed...
Skipping chr1:36811461-36815092, already analyzed...
Skipping chr1:36815593-36820902, already analyzed...
Skipping chr1:36821403-36823124, already analyzed...
Skipping chr1:36823625-36826132, already analyzed...
Skipping chr1:36826633-36827689, already analyzed...
Skipping chr1:36828190-36833480, already analyzed...
Skipping chr1:36833981-36835725, already analyzed...
Skipping chr1:36836226-36844372, already analyzed...
Skipping chr1:36844873-36848389, already analyzed...
Skipping chr1:36848890-36851676, already analyzed...
Skipping chr1:36852177-36855000, already analyzed...
Skipping chr1:36855501-36857977, already analyzed...
Skipping chr1:36858478-36860598, already analyzed...
Skipping chr1:36861099-36863185, already analyzed...
Skipping chr1:36863686-36865721, already analyzed...
Skipping chr1:36866222-36872701, already analyzed...
Skipping chr1:36873202-36875945, already analyzed...
Skipping chr1:36876446-36879225, already analyzed...
Skipping chr1:36879726-36882255, already analyzed...
Skipping chr1:36882756-36885321, already analyzed...
Skipping chr1:36885822-36888045, already analyzed...
Skipping chr1:36888546-36891631, already analyzed...
Skipping chr1:36892132-36894975, already analyzed...
Skipping chr1:36895476-36897792, already analyzed...
Skipping chr1:36898293-36899540, already analyzed...
Skipping chr1:36900041-36901995, already analyzed...
Skipping chr1:36902496-36903504, already analyzed...
Skipping chr1:36904005-36906809, already analyzed...
Skipping chr1:36907310-36911435, already analyzed...
Skipping chr1:36911936-36914127, already analyzed...
Skipping chr1:36914628-36917387, already analyzed...
Skipping chr1:36917888-36921446, already analyzed...
Skipping chr1:36921947-36925176, already analyzed...
Skipping chr1:36925677-36927866, already analyzed...
Skipping chr1:36928367-36930724, already analyzed...
Skipping chr1:36931225-36935299, already analyzed...
Skipping chr1:36935800-36938398, already analyzed...
Skipping chr1:36938899-36942828, already analyzed...
Skipping chr1:36943329-36945218, already analyzed...
Skipping chr1:36945719-36947775, already analyzed...
Skipping chr1:36948276-36951073, already analyzed...
Skipping chr1:36951574-36953582, already analyzed...
Skipping chr1:36954083-36956088, already analyzed...
Skipping chr1:36956589-36960254, already analyzed...
Skipping chr1:36960755-36963629, already analyzed...
Skipping chr1:36964130-36969118, already analyzed...
Skipping chr1:36969619-36971057, already analyzed...
Skipping chr1:36971558-36973167, already analyzed...
Skipping chr1:36973668-36976279, already analyzed...

Building SFS for region: chr1:36976780-36977496

36976780-36977496
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:36976779 stop:36977496 fstout:(null) oldout:0 seed:1614253730 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 717
	-> The choice of -nSites will require atleast: 0.071114 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	672
	-> Sites to keep[chr1] from pop1:	672
	-> [readdata] lastread:672 posi:36976779
	-> Comparing positions: 1 with 0 has:672
	-> Will run optimization on nSites: 672
------------
startlik=-4978.744679
lik[2]=-405.047842 diff=4.573697e+03 alpha:1.000000 sr2:7.682449e-01
lik[5]=-404.396220 diff=6.516217e-01 alpha:1.199397 sr2:1.118049e-05
lik[8]=-404.356196 diff=4.002374e-02 alpha:4.000000 sr2:2.702185e-08
lik[11]=-404.340156 diff=1.603990e-02 alpha:2.098569 sr2:2.394022e-10
lik[14]=-404.283931 diff=5.622491e-02 alpha:6.042839 sr2:1.108554e-09
lik[17]=-404.240155 diff=4.377604e-02 alpha:16.000000 sr2:5.144580e-09
lik[20]=-404.224638 diff=1.551777e-02 alpha:1.817973 sr2:1.173004e-08
lik[23]=-404.224501 diff=1.367163e-04 alpha:3.503771 sr2:4.125878e-11
	-> Breaking EM(sr2) at iter:24, sqrt(sr2):8.785707e-07
likelihood: -404.224501
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:36977997-36981407

36977997-36981407
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:36977996 stop:36981407 fstout:(null) oldout:0 seed:1614253750 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 3411
	-> The choice of -nSites will require atleast: 0.338310 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	3253
	-> Sites to keep[chr1] from pop1:	3253
	-> [readdata] lastread:3253 posi:36978108
	-> Comparing positions: 1 with 0 has:3253
	-> Will run optimization on nSites: 3253
------------
startlik=-15757.082504
lik[2]=-389.865264 diff=1.536722e+04 alpha:1.000000 sr2:9.299679e-01
lik[5]=-389.472522 diff=3.927423e-01 alpha:1.075197 sr2:5.129033e-07
lik[8]=-389.420875 diff=5.164646e-02 alpha:3.328327 sr2:2.783055e-10
	-> Breaking EM(sr2) at iter:9, sqrt(sr2):8.831150e-07
likelihood: -389.420875
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:36981908-36984680

36981908-36984680
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:36981907 stop:36984680 fstout:(null) oldout:0 seed:1614253769 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 2773
	-> The choice of -nSites will require atleast: 0.275032 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	2555
	-> Sites to keep[chr1] from pop1:	2555
	-> [readdata] lastread:2555 posi:36982012
	-> Comparing positions: 1 with 0 has:2555
	-> Will run optimization on nSites: 2555
------------
startlik=-10524.547688
lik[2]=-488.155495 diff=1.003639e+04 alpha:1.000000 sr2:8.470029e-01
lik[5]=-484.117070 diff=4.038425e+00 alpha:1.171943 sr2:1.789969e-05
lik[8]=-483.861063 diff=2.560074e-01 alpha:3.609534 sr2:4.758242e-09
lik[11]=-483.796342 diff=6.472099e-02 alpha:3.350160 sr2:5.512412e-10
lik[14]=-483.775784 diff=2.055833e-02 alpha:2.806434 sr2:5.354656e-11
lik[17]=-483.771210 diff=4.574034e-03 alpha:3.736921 sr2:4.951627e-12
	-> Breaking EM(sr2) at iter:18, sqrt(sr2):6.983726e-07
likelihood: -483.771210
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))
Skipping chr1:36985181-36987583, already analyzed...
Skipping chr1:36988084-36989176, already analyzed...
Skipping chr1:36989677-36994441, already analyzed...
Skipping chr1:36994942-36998694, already analyzed...
Skipping chr1:36999195-37006567, already analyzed...
Skipping chr1:37007068-37008015, already analyzed...
Skipping chr1:37008516-37011330, already analyzed...
Skipping chr1:37011831-37015410, already analyzed...
Skipping chr1:37015911-37017029, already analyzed...
Skipping chr1:37017530-37018947, already analyzed...
Skipping chr1:37019448-37021956, already analyzed...
Skipping chr1:37022457-37025129, already analyzed...
Skipping chr1:37025630-37030410, already analyzed...
Skipping chr1:37030911-37033970, already analyzed...
Skipping chr1:37034471-37041340, already analyzed...
Skipping chr1:37041841-37044446, already analyzed...
Skipping chr1:37044947-37046700, already analyzed...
